Entry_ID,Eye tracking,Imaging structure,Imaging function,Stimuli,Modality,Repetition of encoding trials,Delay
Varga_2016_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2019_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Varga_2019_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001_Task_4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001b_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001b_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2001b_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vicari_2007_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vieites_2020_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Visser_2012_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vlach_2011_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vlach_2016_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vlach_2016_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Vöhringer_2018_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wang_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Wang_2014_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Wang_2014_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Waxman_1997_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Weighall_2017_Task_1,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Weighall_2017_Task_2,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Weintraub_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wendelken_2015_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Wenner_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wilburn_2008_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wimmer_2009_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wimmer_2009_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wimmer_2009_Task_3,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wimmer_2010_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wimmer_2010_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wright_2002_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wright_2002_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wright_2021_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wright_2021_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Wyatt_1998_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Yim_2013_Task_1,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Yim_2013_Task_2,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Yu_2017_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Yu_2018_Task_1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Zinke_2017_Task_1,0.0,0.0,1.0,1.0,1.0,1.0,1.0
